Species ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Authority,Infraspecific rank,Infraspecific name,Infraspecific authority,Stock/subpopulation,Synonyms,Common names (Eng),Common names (Fre),Common names (Spa),Red List status,Red List criteria,Red List criteria version,Year assessed,Population trend,Petitioned
58647,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Abavorana,luctuosa,"(Peters, 1871)",,,,,Hylarana luctuosa|Rana decorata  |Rana luctuosa  ,,,,LC,,3.1,2014,unknown,N
56054,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Acanthixalus,sonjae,"Rödel, Kosuch, Veith & Ernst, 2003",,,,,"",Ivory Coast Wart Frog,,,NT,,3.1,2006,decreasing,N
56055,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Acanthixalus,spinosus,"(Buchholz & Peters, 1875)",,,,,"",African Wart Frog,,,LC,,3.1,2013,unknown,N
55286,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Acris,crepitans,"Baird, 1854",,,,,"",Northern Cricket Frog,,,LC,,3.1,2004,stable,N
55287,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Acris,gryllus,"(Le Conte, 1825)",,,,,"",Southern Cricket Frog,,,LC,,3.1,2014,stable,N
57660,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Adelastes,hylonomos,"Zweifel, 1986",,,,,Adelastes hylonomus  |Adelastes hylonomus  ,,,Sapito Escondido,DD,,3.1,2004,unknown,N
56299,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Adelophryne,adiastola,"Hoogmoed and Lescure, 1984",,,,,"",Yapima Shield Frog,,,LC,,3.1,2004,stable,N
56300,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Adelophryne,baturitensis,"Hoogmoed, Borges & Cascon, 1994",,,,,"",,,,VU,B1ab(iii),3.1,2004,decreasing,N
56301,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Adelophryne,gutturosa,"Hoogmoed & Lescure, 1984",,,,,"",Guiana Shield Frog,,Ranita Guturosa,LC,,3.1,2009,stable,N
56302,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Adelophryne,maranguapensis,"Hoogmoed, Borges & Cascon, 1994",,,,,"",,,,EN,B1ab(iii),3.1,2004,decreasing,N
56303,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Adelophryne,pachydactyla,"Hoogmoed, Borges & Cascon, 1994",,,,,"",,,,DD,,3.1,2004,unknown,N
158609,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Adelophryne,patamona,"MacCulloch, Lathrop, Kok, Minter, Khan & Barrio-Amorós, 2008",,,,,"",,,,DD,,3.1,2009,stable,N
520,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LIMNODYNASTIDAE,Adelotus,brevis,"(Günther, 1863)",,,,,"",Tusked Frog,,,NT,,3.1,2004,decreasing,N
55179,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Adelphobates,castaneoticus,"(Caldwell & Myers, 1990)",,,,,Dendrobates castaneoticus  ,,,,LC,,3.1,2004,stable,N
55185,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Adelphobates,galactonotus,"(Steindachner, 1864)",,,,,Dendrobates galactonotus  |Dendrobates galactonotus  ,,,,LC,,3.1,2010,stable,N
55197,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Adelphobates,quinquevittatus,"(Steindachner, 1864)",,,,,Dendrobates quinquevittatus  ,,,,LC,,3.1,2004,stable,N
158471,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Adenomera,ajurauna,"(Berneck, Costa & Garcia, 2008) ",,,,,Leptodactylus ajurauna,,,,DD,,3.1,2009,stable,N
56304,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Adenomera,andreae,"(Müller, 1923)",,,,,Leptodactylus andreae,Lowland Tropical Bullfrog,,,LC,,3.1,2004,stable,N
56305,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Adenomera,araucaria,"Kwet & Angulo, 2002",,,,,Leptodactylus araucaria,,,,LC,,3.1,2004,stable,N
56306,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Adenomera,bokermanni,"(Heyer, 1973)",,,,,Leptodactylus bokermanni,,,,LC,,3.1,2010,stable,N
164916,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Adenomera,coca,"(Angulo & Reichle, 2008)",,,,,Leptodactylus coca,,,,DD,,3.1,2009,unknown,N
56307,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Adenomera,diptyx,"(Boettger, 1885)",,,,,Leptodactylus diptyx,,,,LC,,3.1,2004,stable,N
56308,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Adenomera,heyeri,"Boistel, Massary & Angulo, 2006",,,,,Leptodactylus heyeri,,,,LC,,3.1,2010,stable,N
56309,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Adenomera,hylaedactyla,"(Cope, 1868)",,,,,Adenomera hylaedactyla  |Leptodactylus diptyx  |Leptodactylus glandulosus  |Leptodactylus hololius  |Leptodactylus hylaedactyla  |Leptodactylus hylaedactylus|Leptodactylus melini  |Leptodactylus minutus  |Leptodactylus poeppigi  ,Napo Tropical Bullfrog,,,LC,,3.1,2010,stable,N
56310,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Adenomera,lutzi,"Heyer, 1975",,,,,Leptodactylus lutzi,,,,DD,,3.1,2010,unknown,N
56311,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Adenomera,marmorata,"Steindachner, 1867",,,,,Leptodactylus marmorata  |Leptodactylus marmoratus,,,,LC,,3.1,2010,stable,N
56312,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Adenomera,martinezi,"(Bokermann, 1956)",,,,,Leptodactylus martinezi,,,,LC,,3.1,2004,stable,N
136001,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Adenomera,nana,"(Müller, 1922)",,,,,Adenomera marmorata  |Leptodactylus nanus,,,,LC,,3.1,2008,unknown,N
136182,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Adenomera,thomei,"(Almeida & Angulo, 2006)",,,,,Leptodactylus thomei,,,,LC,,3.1,2008,stable,N
54457,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Adenomus,dasi,"Manamendra-Arachchi and Pethiyagoda, 1998",,,,,"",,,,CR,B1ab(iii)+2ab(iii),3.1,2004,decreasing,N
54458,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Adenomus,kandianus,"(Günther, 1872)",,,,,"",,,,CR,B1ab(iii),3.1,2012,unknown,N
54459,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Adenomus,kelaartii,"(Günther, 1858)",,,,,Adenomus badioflavus  ,,,,EN,B1ab(iii)+2ab(iii),3.1,2004,decreasing,N
2664,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Afghanodon,mustersi,"(Smith, 1940)",,,,,Batrachuperus mustersi  |Paradactylodon mustersi,,,,CR,B2ab(iii),3.1,2004,decreasing,N
596,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,aureus,"Pickersgill, 1984",,,,,"",Golden Banana Frog,,,LC,,3.1,2013,unknown,N
56056,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,brachycnemis,"(Boulenger, 1896)",,,,,"",Lesser Banana Frog,,,LC,,3.1,2004,decreasing,N
56057,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,clarkei,"Largen, 1974",,,,,Afrixalus clarkeorum,Clarke's Banana Frog,,,EN,B1ab(iii),3.1,2013,unknown,N
56058,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,crotalus,"Pickersgill, 1984",,,,,"",,,,LC,,3.1,2013,unknown,N
56059,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,delicatus,"Pickersgill, 1984",,,,,"",Pickersgill's Banana Frog,,,LC,,3.1,2013,unknown,N
56060,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,dorsalis,"(Peters, 1875)",,,,,Hyperolius dorsalis  ,"Brown Banana Frog, Cameroon Banana Frog, Striped Spiny Reed Frog",,,LC,,3.1,2013,increasing,N
136149,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,dorsimaculatus,"(Ahl, 1930)",,,,,Megalixalus dorsimaculatus,,,,EN,B1ab(iii),3.1,2016,decreasing,N
56061,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,enseticola,"Largen, 1974",,,,,"",Ethiopian Banana Frog,,,VU,B1ab(iii),3.1,2013,stable,N
56062,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,equatorialis,"(Laurent, 1941)",,,,,"",Congo Banana Frog,,,LC,,3.1,2013,unknown,N
56063,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,fornasini,"(Bianconi, 1849)",,,,,"",,,,LC,,3.1,2013,unknown,N
56064,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,fulvovittatus,"(Cope, 1860)",,,,,Afrixalus vittiger  |Hyperolius brevipalmatus  |Hyperolius leptosomus  ,Banded Banana Frog,,,LC,,3.1,2013,unknown,N
56065,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,knysnae,"(Loveridge, 1954)",,,,,Afrixalus brachycnemis knysnae|Hyperolius knysnae,"Knysna Leaf-folding Frog, Knysna Banana Frog, Knysna Spiny Reed Frog",,,EN,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)",3.1,2016,decreasing,N
56066,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,lacteus,"Perret, 1976",,,,,"",Cameroon Banana Frog ,,,EN,"B1ab(i,iii)",3.1,2004,decreasing,N
56067,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,laevis,"(Ahl, 1930)",,,,,"",,,,LC,,3.1,2013,unknown,N
56068,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,leucostictus,"Laurent, 1950",,,,,"",,,,LC,,3.1,2013,unknown,N
56069,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,lindholmi,"(Andersson, 1907)",,,,,"",,,,DD,,3.1,2014,unknown,N
56070,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,morerei,"Dubois, 1986",,,,,Afrixalus dabagae  ,,,,VU,B1ab(iii),3.1,2016,unknown,N
56071,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,nigeriensis,"Schiøtz, 1963",,,,,Afrixalus  congicus nigeriensis  ,Nigeria Banana Frog,,,NT,,3.1,2009,stable,N
56072,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,orophilus,"(Laurent, 1947)",,,,,Megalixalus orophilus,"Kivu Banana Frog, Montane Spiny Reed Frog, Two-lined Leaf-gluing Frog",,,LC,,3.1,2015,unknown,N
56073,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,osorioi,"(Ferreira, 1906)",,,,,Rappia osorioi,"Angola Banana Frog, Congro Spiny Reed Frog, Osorio's Spiny Reed Frog",,,LC,,3.1,2016,stable,N
56074,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,paradorsalis,"Perret, 1960",,,,,"",,,,LC,,3.1,2013,unknown,N
56075,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,quadrivittatus,"(Werner, 1907)",,,,,"",,,,LC,,3.1,2013,unknown,N
56076,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,schneideri,"(Boettger, 1899)",,,,,"",Schneider's Banana Frog,,,DD,,3.1,2004,unknown,N
56077,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,septentrionalis,"Schiøtz, 1974",,,,,"",,,,LC,,3.1,2004,stable,N
56078,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,spinifrons,"(Cope, 1862)",,,,,Hyperolius spinifrons,"Natal Leaf-folding Frog, Intermediate Spiny Reed Frog, Natal Banana Frog, Natal Spiny Reed Frog",,,LC,,3.1,2016,unknown,N
56079,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,stuhlmanni,"(Pfeffer, 1893)",,,,,Megalixalus stuhlmanni|Megalixalus stuhlmanni,,,,LC,,3.1,2016,unknown,N
56080,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,sylvaticus,"Schiøtz, 1974",,,,,"",,,,VU,B1ab(iii),3.1,2016,decreasing,N
56081,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,uluguruensis,"(Barbour & Loveridge, 1928)",,,,,Megalixalus  uluguruensis ,Uluguru Banana Frog,,,VU,B2ab(iii),3.1,2016,unknown,N
56082,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,upembae,"(Laurent, 1941)",,,,,"",,,,DD,,3.1,2014,unknown,N
56083,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,vibekensis,"Schiøtz, 1967",,,,,Afrixalus laevis vibekensi  |Afrixalus vibekae  ,Nimba Banana Frog,,,NT,,3.1,2004,decreasing,N
56084,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,vittiger,"(Peters, 1876)",,,,,Hyperolius vittiger  ,"Savanna Banana Frog, Spiny Reed Frog",,,LC,,3.1,2013,unknown,N
56085,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,weidholzi,"(Mertens, 1938)",,,,,Megalixalus weidholzi  ,Weidholz's Banana Frog,,,LC,,3.1,2013,unknown,N
56086,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,wittei,"(Laurent, 1941)",,,,,"",,,,LC,,3.1,2013,unknown,N
55288,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PHYLLOMEDUSIDAE,Agalychnis,annae,"(Duellman, 1963)",,,,,Phyllomedusa  annae ,"Blue-sided Treefrog, Orange-eyed Tree Frog",,,EN,B1ab(iii),3.1,2014,stable,N
55703,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PHYLLOMEDUSIDAE,Agalychnis,aspera,"(Peters, 1873)",,,,,Hylomantis aspera,,,,LC,,3.1,2010,stable,N
55843,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PHYLLOMEDUSIDAE,Agalychnis,buckleyi,"(Boulenger, 1882)",,,,,Hyla porifera  |Hylomantis buckleyi|Phyllomedusa loris  ,,,,LC,,3.1,2004,unknown,N
55290,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PHYLLOMEDUSIDAE,Agalychnis,callidryas,"(Cope, 1862)",,,,,Agalychnis callidryas subspecies taylori|Agalychnis helenae  |Agalychnis  callidryas subspecies callidryas |Hyla  callidryas |Phyllomedusa  callidryas|Phyllomedusa  helenae,"Red-eyed Treefrog, Red-eyed Leaf frog",,Rana Arborícola,LC,,3.1,2008,decreasing,N
55813,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PHYLLOMEDUSIDAE,Agalychnis,dacnicolor,"(Cope, 1864)",,,,,Pachymedusa dacnicolor|Phyllomedusa dacnicolor,"Mexican Giant Tree Frog, Mexican Leaf Frog",,,LC,,3.1,2010,stable,N
55848,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PHYLLOMEDUSIDAE,Agalychnis,danieli,"(Ruíz-Carranza, Hernandez-Camacho & Rueda-Almonacid, 1988)",,,,,Hylomantis danieli|Phyllomedusa danieli,Antioquia Leaf Frog,,,DD,,3.1,2004,unknown,N
55704,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PHYLLOMEDUSIDAE,Agalychnis,granulosa,"(Cruz, 1989)",,,,,Hylomantis granulosa|Phyllomedusa granulosa,,,,LC,,3.1,2004,decreasing,N
55852,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PHYLLOMEDUSIDAE,Agalychnis,hulli,"(Duellman & Mendelson, 1995)",,,,,Hylomantis hulli|Phyllomedusa hulli,,,,LC,,3.1,2004,decreasing,N
55855,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PHYLLOMEDUSIDAE,Agalychnis,lemur,"(Boulenger, 1882)",,,,,Hylomantis lemur|Phyllomedusa lemur,Lemur Leaf Frog,,,CR,A4ace,3.1,2008,decreasing,N
55292,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PHYLLOMEDUSIDAE,Agalychnis,litodryas,"(Duellman & Trueb, 1967)",,,,,"",Pink-sided Treefrog,,,VU,B1ab(iii),3.1,2004,decreasing,N
55856,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PHYLLOMEDUSIDAE,Agalychnis,medinae,"(Funkhouser, 1962)",,,,,Hylomantis medinae|Hylomantis medinai|Phyllomedusa medinae,,,Rana Lemur de Henri Pittier,DD,,3.1,2010,unknown,N
55293,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PHYLLOMEDUSIDAE,Agalychnis,moreletii,"(Duméril, 1853)",,,,,Agalychnis holochlora|Hyla holochlora|Hyla moreletii|Phyllomedusa moreletii,"Black-eyed Leaf Frog, Morelet's Treefrog",Rainette arboricole de Morelet,"Escuerzo, Rana de ojos negros, Rana Maki, Rana Morelet",CR,A3e,3.1,2004,decreasing,N
55861,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PHYLLOMEDUSIDAE,Agalychnis,psilopygion,"(Cannatella, 1980)",,,,,Hylomantis psilopygion|Phyllomedusa psilopygion,,,,DD,,3.1,2004,unknown,N
55294,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PHYLLOMEDUSIDAE,Agalychnis,saltator,"Taylor, 1955",,,,,Phyllomedusa  saltator ,Misfit Leaf Frog,,,LC,,3.1,2008,stable,N
55295,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PHYLLOMEDUSIDAE,Agalychnis,spurrelli,"Boulenger, 1913",,,,,Agalychnis  litodryas|Phyllomedusa  litodryas |Phyllomedusa  spurrelli,"Gliding Treefrog, Gliding Leaf Frog",,,LC,,3.1,2008,decreasing,N
84500429,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Aglyptodactylus,australis,"Köhler, Glaw, Pabijan & Vences, 2015",,,,,"",,,,EN,B1ab(iii),3.1,2016,decreasing,N
84500529,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Aglyptodactylus,chorus,"Köhler, Glaw, Pabijan & Vences, 2015",,,,,"",,,,NT,,3.1,2016,decreasing,N
84500418,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Aglyptodactylus,inguinalis,"Günther, 1877",,,,,"",,,,LC,,3.1,2016,decreasing,N
57383,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Aglyptodactylus,laticeps,"Glaw, Vences & Böhme, 1998",,,,,"",,,,VU,B1ab(iii),3.1,2016,decreasing,N
84500383,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Aglyptodactylus,madagascariensis,"(Duméril, 1853)",,,,,Limnodytes madagascariensis,Madagascar Jumping Frog,,,LC,,3.1,2016,decreasing,N
57385,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Aglyptodactylus,securifer,"Glaw, Vences & Böhme, 1998",,,,,"",,,,LC,,3.1,2016,decreasing,N
58318,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CERATOBATRACHIDAE,Alcalus,baluensis,"(Boulenger, 1896)",,,,,Ingerana baluensis,"Balu Eastern Frog , Dwarf Mountain Frog",,,LC,,3.1,2004,decreasing,N
41226,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CERATOBATRACHIDAE,Alcalus,mariae,"(Inger, 1954)",,,,,Ingerana mariae,,,,DD,,3.1,2004,unknown,N
41240,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CERATOBATRACHIDAE,Alcalus,tasanae,"(Smith, 1921)",,,,,Ingerana tasanae|Rana tasanae,,,,VU,B1ab(iii)+2ab(iii),3.1,2004,decreasing,N
56087,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Alexteroon,hypsiphonus,"Amiet, 2000",,,,,"",,,,LC,,3.1,2013,unknown,N
56088,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Alexteroon,jynx,"Amiet, 2000",,,,,"",,,,CR,B1ab(iii)+2ab(iii),3.1,2004,decreasing,N
56089,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Alexteroon,obstetricans,"(Ahl, 1931)",,,,,"",,,,LC,,3.1,2013,unknown,N
55045,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,alessandroi,"(Grant & Rodríguez, 2001)",,,,,Colostethus alessandroi  ,,,,DD,,3.1,2004,unknown,N
190978,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,algorei,"Barrio-Amorós & Santos, 2009",,,,,"",Spotted nurse frog,,Sapito niñera moteado,LC,,3.1,2012,stable,N
55058,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,bromelicola,"(Test, 1956)",,,,,Colostethus bromelicola  ,,,Sapito Ninera Bromelicola,DD,,3.1,2004,unknown,N
55059,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,brunneus,"(Cope, 1887)",,,,,Colostethus brunneus  ,,,Sapito Ninera Del Brasil,LC,,3.1,2004,unknown,N
55060,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,caeruleodactylus,"(Lima & Caldwell, 2001)",,,,,Colostethus caeruleodactylus  ,,,,DD,,3.1,2004,unknown,N
136097,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,caribe,"(Barrio-Amorós, Rivas & Kaiser, 2006)",,,,,Colostethus caribe  ,,,,DD,,3.1,2008,unknown,N
55064,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,cepedai,"(Morales, 2002 ""2000"")",,,,,Colostethus cepedai  |Colostethus cepedai  ,,,,DD,,3.1,2010,unknown,N
55066,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,chalcopis,"(Kaiser, Coloma & Gray, 1994)",,,,,Colostethus chalcopis  ,Martinique Volcano Frog,,,VU,D2,3.1,2010,stable,N
55068,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,conspicuus,"(Morales, 2002)",,,,,Colostethus conspicuus  ,,,,DD,,3.1,2004,unknown,N
55069,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,crombiei,"(Morales, 2002)",,,,,Colostethus crombiei  ,,,,DD,,3.1,2004,unknown,N
55038,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,femoralis,"(Boulenger, 1884)",,,,,"",,Epipedobate Fémoral,,LC,,3.1,2010,stable,N
55084,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,fratisenescus,"(Morales, 2002)",,,,,Colostethus fratisenescus  ,,,,DD,,3.1,2004,unknown,N
55088,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,fuscellus,"(Morales, 2002)",,,,,Colostethus fuscellus  ,,,,DD,,3.1,2004,unknown,N
55089,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,gasconi,"(Morales, 2002)",,,,,Colostethus gasconi  ,,,,DD,,3.1,2004,unknown,N
55090,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,goianus,"(Bokermann, 1975)",,,,,Colostethus goianus  ,,,,DD,,3.1,2004,unknown,N
136167,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,granti,"(Kok, MacCulloch, Gaucher, Poelman, Bourne, Lathrop & Lenglet, 2006)",,,,,Colostethus granti  ,,,,LC,,3.1,2008,unknown,N
55092,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,humilis,"(Rivero, 1978)",,,,,Colostethus humilis  ,,,Sapito Ninera Humilde,VU,D2,3.1,2004,stable,N
55097,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,insperatus,"(Morales, 2002)",,,,,Colostethus insperatus  ,,,,LC,,3.1,2004,stable,N
55099,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,juanii,"(Morales, 1994)",,,,,Colostethus juanii  |Colostethus juanii  ,,,,CR,"B2ab(i,iii)",3.1,2004,decreasing,N
55100,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,kingsburyi,"(Boulenger, 1918)",,,,,Colostethus kingsburyi  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
55108,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,mandelorum,"(Schmidt, 1932)",,,,,Colostethus mandelorum  ,,,Sapito Ninera Oriental,EN,B1ab(iii),3.1,2004,decreasing,N
55110,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,marchesianus,"(Melin, 1941)",,,,,Colostethus marchesianus  ,,,Sapito Ninera Del Vaupes,LC,,3.1,2004,stable,N
55112,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,masniger,"(Morales, 2002)",,,,,Colostethus masniger  ,,,,DD,,3.1,2004,unknown,N
55113,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,mcdiarmidi,"(Reynolds & Foster, 1992)",,,,,Colostethus mcdiarmidi  ,,,,NT,,3.1,2004,decreasing,N
